workflow	run_id	mode	status	slurm_file
nf-core_smrnaseq	19173-single	other	pass	runs/nf-core_smrnaseq/slurm-19173-single.out
nf-core_smrnaseq	19285-single	other	pass	runs/nf-core_smrnaseq/slurm-19285-single.out
nf-core_smrnaseq	19375-single	other	fail	runs/nf-core_smrnaseq/slurm-19375-single.out
nf-core_smrnaseq	19398-single	other	pass	runs/nf-core_smrnaseq/slurm-19398-single.out
nf-core_smrnaseq	19771-single	other	pass	runs/nf-core_smrnaseq/slurm-19771-single.out
nf-core_smrnaseq	20047-single	other	pass	runs/nf-core_smrnaseq/slurm-20047-single.out
nf-core_spatialvi	18838-single	other	pass	runs/nf-core_spatialvi/slurm-18838-single.out
nf-core_spatialvi	18994-single	other	fail	runs/nf-core_spatialvi/slurm-18994-single.out
nf-core_spatialvi	19047-single	other	pass	runs/nf-core_spatialvi/slurm-19047-single.out
nf-core_spatialvi	19119-single	other	fail	runs/nf-core_spatialvi/slurm-19119-single.out
nf-core_spatialvi	19171-single	other	fail	runs/nf-core_spatialvi/slurm-19171-single.out
nf-core_spatialvi	19206-single	other	pass	runs/nf-core_spatialvi/slurm-19206-single.out
nf-core_spatialvi	19237-single	other	fail	runs/nf-core_spatialvi/slurm-19237-single.out
nf-core_spatialvi	19335-single	other	pass	runs/nf-core_spatialvi/slurm-19335-single.out
nf-core_spatialvi	19385-single	other	pass	runs/nf-core_spatialvi/slurm-19385-single.out
nf-core_spatialvi	19415-single	other	pass	runs/nf-core_spatialvi/slurm-19415-single.out
nf-core_spatialvi	19585-single	other	fail	runs/nf-core_spatialvi/slurm-19585-single.out
nf-core_spatialvi	19866-single	other	pass	runs/nf-core_spatialvi/slurm-19866-single.out
nf-core_spatialvi	19989-single	other	pass	runs/nf-core_spatialvi/slurm-19989-single.out
nf-core_taxprofiler	18841-single	other	pass	runs/nf-core_taxprofiler/slurm-18841-single.out
nf-core_taxprofiler	19005-single	other	pass	runs/nf-core_taxprofiler/slurm-19005-single.out
nf-core_taxprofiler	19147-single	other	fail	runs/nf-core_taxprofiler/slurm-19147-single.out
nf-core_taxprofiler	19179-single	other	fail	runs/nf-core_taxprofiler/slurm-19179-single.out
nf-core_taxprofiler	19261-single	other	pass	runs/nf-core_taxprofiler/slurm-19261-single.out
nf-core_taxprofiler	19974-single	other	pass	runs/nf-core_taxprofiler/slurm-19974-single.out
nf-core_tumourevo	18843-single	other	unknown	runs/nf-core_tumourevo/slurm-18843-single.out
nf-core_tumourevo	19006-single	other	fail	runs/nf-core_tumourevo/slurm-19006-single.out
nf-core_tumourevo	19096-single	other	fail	runs/nf-core_tumourevo/slurm-19096-single.out
nf-core_tumourevo	19223-single	other	fail	runs/nf-core_tumourevo/slurm-19223-single.out
nf-core_tumourevo	19639-single	other	fail	runs/nf-core_tumourevo/slurm-19639-single.out
nf-core_tumourevo	20019-single	other	fail	runs/nf-core_tumourevo/slurm-20019-single.out
nf-core_viralintegration	18846-probe	other	pass	runs/nf-core_viralintegration/slurm-18846-probe.out
nf-core_viralintegration	18995-single	other	fail	runs/nf-core_viralintegration/slurm-18995-single.out
nf-core_viralintegration	19048-single	other	pass	runs/nf-core_viralintegration/slurm-19048-single.out
nf-core_viralintegration	19224-single	other	fail	runs/nf-core_viralintegration/slurm-19224-single.out
nf-core_viralintegration	19336-single	other	pass	runs/nf-core_viralintegration/slurm-19336-single.out
nf-core_viralintegration	19588-single	other	pass	runs/nf-core_viralintegration/slurm-19588-single.out
nf-core_viralintegration	19809-single	other	pass	runs/nf-core_viralintegration/slurm-19809-single.out
nf-core_viralintegration	19965-single	other	unknown	runs/nf-core_viralintegration/slurm-19965-single.out
nf-core_viralrecon	18956-single	other	pass	runs/nf-core_viralrecon/slurm-18956-single.out
nf-core_viralrecon	19097-single	other	pass	runs/nf-core_viralrecon/slurm-19097-single.out
nf-core_viralrecon	19181-single	other	pass	runs/nf-core_viralrecon/slurm-19181-single.out
nf-core_viralrecon	19265-single	other	pass	runs/nf-core_viralrecon/slurm-19265-single.out
nf-core_viralrecon	19318-single	other	pass	runs/nf-core_viralrecon/slurm-19318-single.out
nf-core_viralrecon	19350-single	other	fail	runs/nf-core_viralrecon/slurm-19350-single.out
nf-core_viralrecon	19384-single	other	fail	runs/nf-core_viralrecon/slurm-19384-single.out
nf-core_viralrecon	19449-single	other	fail	runs/nf-core_viralrecon/slurm-19449-single.out
nf-core_viralrecon	19602-single	other	pass	runs/nf-core_viralrecon/slurm-19602-single.out
nf-core_viralrecon	20050-single	other	pass	runs/nf-core_viralrecon/slurm-20050-single.out
nwchem	18896-single	other	unknown	runs/nwchem/slurm-18896-single.out
nwchem	18948-4node	other	unknown	runs/nwchem/slurm-18948-4node.out
nwchem	18999-4node	other	unknown	runs/nwchem/slurm-18999-4node.out
nwchem	19079-4node-profiled	trace	unknown	runs/nwchem/slurm-19079-4node-profiled.out
nwchem	19161-4node-profiled	trace	unknown	runs/nwchem/slurm-19161-4node-profiled.out
nwchem	19229-4node-profiled	trace	pass	runs/nwchem/slurm-19229-4node-profiled.out
parsl	18897-single	other	fail	runs/parsl/slurm-18897-single.out
parsl	18898-single	other	fail	runs/parsl/slurm-18898-single.out
parsl	18900-single	other	pass	runs/parsl/slurm-18900-single.out
parsl	18908-4node	other	unknown	runs/parsl/slurm-18908-4node.out
parsl	18998-4node	other	pass	runs/parsl/slurm-18998-4node.out
parsl	19019-4node-profiled	trace	fail	runs/parsl/slurm-19019-4node-profiled.out
parsl	19056-4node-profiled	trace	fail	runs/parsl/slurm-19056-4node-profiled.out
parsl	19101-4node-profiled	trace	pass	runs/parsl/slurm-19101-4node-profiled.out
pegasus	18899-single	other	fail	runs/pegasus/slurm-18899-single.out
pegasus	18901-single	other	unknown	runs/pegasus/slurm-18901-single.out
pegasus	18906-single	other	fail	runs/pegasus/slurm-18906-single.out
pegasus	18950-4node	other	fail	runs/pegasus/slurm-18950-4node.out
pegasus	19001-4node	other	fail	runs/pegasus/slurm-19001-4node.out
pegasus	19016-4node-profiled	trace	fail	runs/pegasus/slurm-19016-4node-profiled.out
pegasus	19053-4node-profiled	trace	pass	runs/pegasus/slurm-19053-4node-profiled.out
radical.pilot	18903-single	other	pass	runs/radical.pilot/slurm-18903-single.out
radical.pilot	18997-4node	other	pass	runs/radical.pilot/slurm-18997-4node.out
radical.pilot	19051-4node-profiled	trace	fail	runs/radical.pilot/slurm-19051-4node-profiled.out
radical.pilot	19080-4node-profiled	trace	pass	runs/radical.pilot/slurm-19080-4node-profiled.out
rna-seq-star-deseq2	18957-single	other	unknown	runs/rna-seq-star-deseq2/slurm-18957-single.out
rna-seq-star-deseq2	19117-4node	other	unknown	runs/rna-seq-star-deseq2/slurm-19117-4node.out
rna-seq-star-deseq2	19226-4node-profiled	trace	unknown	runs/rna-seq-star-deseq2/slurm-19226-4node-profiled.out
rna-seq-star-deseq2	19330-4node-profiled	trace	pass	runs/rna-seq-star-deseq2/slurm-19330-4node-profiled.out
